,vehicleno,start,Customer City,s,ChargeIn,ChargeOut
1490,M7RKR0801JCA00183,2023-01-10 11:28:00,Sangli,1,50-60,90-100
1491,M7RKR0801JCA00183,2023-01-11 15:23:00,Sangli,1,60-70,90-100
1492,M7RKR0801JCA00183,2023-01-12 09:09:00,Sangli,1,0-10,30-40
1493,M7RKR0801JCA00183,2023-01-12 14:04:00,Sangli,1,20-30,90-100
1494,M7RKR0801JCA00183,2023-01-13 14:59:00,Sangli,1,0-10,90-100
1495,M7RKR0801JCA00183,2023-01-15 00:54:00,Sangli,1,60-70,90-100
1496,M7RKR0801JCA00183,2023-01-15 14:26:00,Sangli,1,30-40,70-80
1497,M7RKR0801JCA00183,2023-01-16 00:43:00,Sangli,1,70-80,90-100
1498,M7RKR0801JCA00183,2023-01-17 18:17:00,Sangli,1,20-30,90-100
1499,M7RKR0801JCA00183,2023-01-18 12:52:00,Sangli,1,40-50,90-100
1500,M7RKR0801JCA00183,2023-01-19 11:21:00,Sangli,1,10-20,40-50
1501,M7RKR0801JCA00184,2023-01-02 12:26:00,Satara,1,10-20,90-100
1502,M7RKR0801JCA00184,2023-01-03 07:02:00,Satara,1,50-60,70-80
1503,M7RKR0801JCA00184,2023-01-06 13:13:00,Satara,1,30-40,90-100
1504,M7RKR0801JCA00184,2023-01-07 07:58:00,Satara,1,50-60,90-100
1505,M7RKR0801JCA00184,2023-01-09 08:35:00,Satara,1,30-40,60-70
1506,M7RKR0801JCA00184,2023-01-09 14:07:00,Satara,1,30-40,90-100
1507,M7RKR0801JCA00184,2023-01-10 13:39:00,Satara,1,0-10,90-100
1508,M7RKR0801JCA00184,2023-01-12 18:37:00,Satara,1,60-70,90-100
1509,M7RKR0801JCA00184,2023-01-14 03:42:00,Satara,1,40-50,50-60
1510,M7RKR0801JCA00184,2023-01-14 08:39:00,Satara,1,10-20,90-100
1511,M7RKR0801JCA00184,2023-01-15 07:51:00,Satara,1,40-50,60-70
1512,M7RKR0801JCA00184,2023-01-15 15:13:00,Satara,1,20-30,90-100
1513,M7RKR0801JCA00184,2023-01-16 08:15:00,Satara,1,50-60,80-90
1514,M7RKR0801JCA00184,2023-01-17 01:24:00,Satara,1,60-70,90-100
1515,M7RKR0801JCA00184,2023-01-17 14:25:00,Satara,1,50-60,90-100
1516,M7RKR0801JCA00184,2023-01-18 07:34:00,Satara,1,60-70,90-100
1517,M7RKR0801JCA00184,2023-01-18 14:29:00,Satara,1,60-70,90-100
1518,M7RKR0801JCA00185,2023-01-01 12:08:00,Nashik,1,10-20,70-80
1519,M7RKR0801JCA00185,2023-01-03 03:49:00,Nashik,1,60-70,80-90
1520,M7RKR0801JCA00185,2023-01-03 10:32:00,Nashik,1,30-40,90-100
1521,M7RKR0801JCA00185,2023-01-05 11:28:00,Nashik,1,40-50,90-100
1522,M7RKR0801JCA00185,2023-01-09 04:21:00,Nashik,1,60-70,90-100
1523,M7RKR0801JCA00185,2023-01-10 03:19:00,Nashik,1,60-70,90-100
1524,M7RKR0801JCA00185,2023-01-10 10:07:00,Nashik,1,30-40,90-100
1525,M7RKR0801JCA00185,2023-01-12 10:48:00,Nashik,1,10-20,80-90
1526,M7RKR0801JCA00185,2023-01-14 12:40:00,Nashik,1,30-40,90-100
1527,M7RKR0801JCA00185,2023-01-17 03:59:00,Nashik,1,30-40,90-100
1528,M7RKR0801JCA00185,2023-01-18 10:22:00,Nashik,1,40-50,90-100
1529,M7RKR0801JCA00186,2023-01-01 13:23:00,Pune,1,70-80,90-100
1530,M7RKR0801JCA00186,2023-01-03 13:15:00,Pune,1,50-60,90-100
1531,M7RKR0801JCA00186,2023-01-04 09:25:00,Pune,1,60-70,80-90
1532,M7RKR0801JCA00186,2023-01-06 10:11:00,Pune,1,40-50,50-60
1533,M7RKR0801JCA00186,2023-01-06 12:44:00,Pune,1,30-40,80-90
1534,M7RKR0801JCA00186,2023-01-07 08:05:00,Pune,1,60-70,70-80
1535,M7RKR0801JCA00186,2023-01-07 14:51:00,Pune,1,30-40,50-60
1536,M7RKR0801JCA00186,2023-01-10 07:28:00,Pune,1,60-70,90-100
1537,M7RKR0801JCA00186,2023-01-11 15:20:00,Pune,1,10-20,30-40
1538,M7RKR0801JCA00186,2023-01-12 01:27:00,Pune,1,40-50,70-80
1539,M7RKR0801JCA00186,2023-01-12 12:26:00,Pune,1,50-60,80-90
1540,M7RKR0801JCA00186,2023-01-12 15:49:00,Pune,1,80-90,90-100
1541,M7RKR0801JCA00186,2023-01-13 12:37:00,Pune,1,50-60,90-100
1542,M7RKR0801JCA00186,2023-01-15 13:23:00,Pune,1,40-50,80-90
1543,M7RKR0801JCA00186,2023-01-16 08:18:00,Pune,1,60-70,90-100
1544,M7RKR0801JCA00186,2023-01-17 04:32:00,Pune,1,40-50,50-60
1545,M7RKR0801JCA00186,2023-01-17 11:11:00,Pune,1,0-10,80-90
1546,M7RKR0801JCA00186,2023-01-18 14:31:00,Pune,1,40-50,80-90
1547,M7RKR0801JCA00186,2023-01-19 02:25:00,Pune,1,70-80,90-100
1548,M7RKR0801JCA00186,2023-01-19 09:51:00,Pune,1,10-20,90-100
1549,M7RKR0801JCA00188,2023-01-05 05:40:00,Nanded-Waghala,1,0-10,90-100
1550,M7RKR0801JCA00188,2023-01-05 12:21:00,Nanded-Waghala,1,90-100,90-100
1551,M7RKR0801JCA00188,2023-01-08 15:58:00,Nanded-Waghala,1,,90-100
1552,M7RKR0801JCA00188,2023-01-10 16:15:00,Nanded-Waghala,1,0-10,90-100
1553,M7RKR0801JCA00188,2023-01-18 00:25:00,Nanded-Waghala,1,0-10,10-20
1554,M7RKR0801JCA00189,2023-01-01 05:26:00,Kolhapur,1,80-90,90-100
1555,M7RKR0801JCA00189,2023-01-01 08:02:00,Kolhapur,1,80-90,90-100
1556,M7RKR0801JCA00189,2023-01-01 15:07:00,Kolhapur,1,10-20,40-50
1557,M7RKR0801JCA00189,2023-01-03 17:12:00,Kolhapur,1,50-60,90-100
1558,M7RKR0801JCA00189,2023-01-04 09:14:00,Kolhapur,1,70-80,90-100
1559,M7RKR0801JCA00189,2023-01-06 14:00:00,Kolhapur,1,20-30,30-40
1560,M7RKR0801JCA00189,2023-01-06 19:49:00,Kolhapur,1,0-10,90-100
1561,M7RKR0801JCA00189,2023-01-07 15:23:00,Kolhapur,1,60-70,80-90
1562,M7RKR0801JCA00189,2023-01-15 04:02:00,Kolhapur,1,30-40,90-100
1563,M7RKR0801JCA00190,2023-01-01 06:00:00,Satara,1,20-30,90-100
1564,M7RKR0801JCA00190,2023-01-02 11:30:00,Satara,1,10-20,90-100
1565,M7RKR0801JCA00190,2023-01-08 07:32:00,Satara,1,10-20,90-100
1566,M7RKR0801JCA00190,2023-01-13 03:38:00,Satara,1,70-80,90-100
1567,M7RKR0801JCA00190,2023-01-16 12:36:00,Satara,1,10-20,90-100
1568,M7RKR0801JCA00190,2023-01-19 13:47:00,Satara,1,10-20,40-50
1569,M7RKR0801JCA00191,2023-01-03 03:24:00,Thane,1,90-100,90-100
1570,M7RKR0801JCA00191,2023-01-04 06:03:00,Thane,1,80-90,90-100
1571,M7RKR0801JCA00191,2023-01-05 02:26:00,Thane,1,80-90,90-100
1572,M7RKR0801JCA00191,2023-01-05 14:48:00,Thane,1,50-60,90-100
1573,M7RKR0801JCA00191,2023-01-06 12:56:00,Thane,1,60-70,90-100
1574,M7RKR0801JCA00191,2023-01-07 16:25:00,Thane,1,40-50,90-100
1575,M7RKR0801JCA00191,2023-01-09 15:11:00,Thane,1,20-30,90-100
1576,M7RKR0801JCA00191,2023-01-10 15:40:00,Thane,1,50-60,90-100
1577,M7RKR0801JCA00191,2023-01-13 04:32:00,Thane,1,20-30,90-100
1578,M7RKR0801JCA00191,2023-01-14 19:09:00,Thane,1,50-60,90-100
1579,M7RKR0801JCA00191,2023-01-18 10:04:00,Thane,1,40-50,90-100
1580,M7RKR0801JCA00191,2023-01-19 14:29:00,Thane,1,20-30,20-30
1581,M7RKR0801JCA00192,2022-12-31 19:56:00,Thane,1,60-70,90-100
1582,M7RKR0801JCA00192,2023-01-01 18:11:00,Thane,1,70-80,90-100
1583,M7RKR0801JCA00192,2023-01-02 17:16:00,Thane,1,40-50,90-100
1584,M7RKR0801JCA00192,2023-01-03 18:01:00,Thane,1,70-80,90-100
1585,M7RKR0801JCA00192,2023-01-04 08:20:00,Thane,1,50-60,70-80
1586,M7RKR0801JCA00192,2023-01-05 17:29:00,Thane,1,30-40,90-100
1587,M7RKR0801JCA00192,2023-01-06 18:00:00,Thane,1,20-30,90-100
1588,M7RKR0801JCA00192,2023-01-07 21:04:00,Thane,1,50-60,90-100
1589,M7RKR0801JCA00192,2023-01-08 19:48:00,Thane,1,40-50,90-100
1590,M7RKR0801JCA00192,2023-01-09 17:29:00,Thane,1,10-20,90-100
1591,M7RKR0801JCA00192,2023-01-10 18:46:00,Thane,1,40-50,90-100
1592,M7RKR0801JCA00192,2023-01-11 15:52:00,Thane,1,60-70,90-100
1593,M7RKR0801JCA00192,2023-01-14 19:34:00,Thane,1,30-40,90-100
1594,M7RKR0801JCA00192,2023-01-16 15:52:00,Thane,1,30-40,90-100
1595,M7RKR0801JCA00193,2023-01-03 04:58:00,Mumbai,1,10-20,90-100
1596,M7RKR0801JCA00193,2023-01-10 07:13:00,Mumbai,1,10-20,90-100
1597,M7RKR0801JCA00193,2023-01-16 07:31:00,Mumbai,1,30-40,80-90
1598,M7RKR0801JCA00193,2023-01-16 11:40:00,Mumbai,1,70-80,90-100
1599,M7RKR0801JCA00193,2023-01-18 06:46:00,Mumbai,1,0-10,90-100
1600,M7RKR0801JCA00193,2023-01-19 07:16:00,Mumbai,1,50-60,80-90
1601,M7RKR0801JCA00194,2023-01-01 16:22:00,Pune,1,30-40,90-100
1602,M7RKR0801JCA00194,2023-01-02 16:28:00,Pune,1,20-30,90-100
1603,M7RKR0801JCA00194,2023-01-04 16:23:00,Pune,1,20-30,90-100
1604,M7RKR0801JCA00194,2023-01-05 14:02:00,Pune,1,50-60,90-100
1605,M7RKR0801JCA00194,2023-01-06 16:27:00,Pune,1,20-30,90-100
1606,M7RKR0801JCA00194,2023-01-07 16:31:00,Pune,1,20-30,90-100
1607,M7RKR0801JCA00194,2023-01-08 16:25:00,Pune,1,20-30,90-100
1608,M7RKR0801JCA00194,2023-01-09 16:38:00,Pune,1,20-30,90-100
1609,M7RKR0801JCA00194,2023-01-10 16:34:00,Pune,1,20-30,90-100
1610,M7RKR0801JCA00194,2023-01-11 17:37:00,Pune,1,20-30,90-100
1611,M7RKR0801JCA00194,2023-01-13 16:26:00,Pune,1,20-30,90-100
1612,M7RKR0801JCA00194,2023-01-14 16:23:00,Pune,1,20-30,90-100
1613,M7RKR0801JCA00194,2023-01-15 15:25:00,Pune,1,20-30,90-100
1614,M7RKR0801JCA00194,2023-01-16 06:03:00,Pune,1,70-80,80-90
1615,M7RKR0801JCA00194,2023-01-16 16:36:00,Pune,1,50-60,90-100
1616,M7RKR0801JCA00194,2023-01-17 16:32:00,Pune,1,20-30,90-100
1617,M7RKR0801JCA00194,2023-01-18 16:33:00,Pune,1,20-30,90-100
1618,M7RKR0801JCA00194,2023-01-19 09:04:00,Pune,1,70-80,70-80
1619,M7RKR0801JCA00194,2023-01-19 10:02:00,Pune,1,70-80,90-100
1620,M7RKR0801JCA00194,2023-01-19 17:35:00,Pune,1,90-100,90-100
1621,M7RKR0801JCA00195,2023-01-16 15:50:00,Mumbai,1,20-30,90-100
1622,M7RKR0801JCA00196,2023-01-18 07:37:00,,1,60-70,70-80
1623,M7RKR0801JCA00197,2023-01-01 05:45:00,Mumbai,1,10-20,70-80
1624,M7RKR0801JCA00197,2023-01-01 13:50:00,Mumbai,1,70-80,80-90
1625,M7RKR0801JCA00197,2023-01-02 12:17:00,Mumbai,1,50-60,80-90
1626,M7RKR0801JCA00197,2023-01-02 15:41:00,Mumbai,1,80-90,90-100
1627,M7RKR0801JCA00197,2023-01-04 12:33:00,Mumbai,1,40-50,70-80
1628,M7RKR0801JCA00197,2023-01-07 13:22:00,Mumbai,1,0-10,50-60
1629,M7RKR0801JCA00197,2023-01-08 05:06:00,Mumbai,1,40-50,70-80
1630,M7RKR0801JCA00197,2023-01-08 10:06:00,Mumbai,1,50-60,90-100
1631,M7RKR0801JCA00197,2023-01-11 11:58:00,Mumbai,1,20-30,70-80
1632,M7RKR0801JCA00197,2023-01-13 12:34:00,Mumbai,1,30-40,70-80
1633,M7RKR0801JCA00197,2023-01-14 12:55:00,Mumbai,1,50-60,80-90
1634,M7RKR0801JCA00197,2023-01-15 12:46:00,Mumbai,1,70-80,90-100
1635,M7RKR0801JCA00197,2023-01-16 12:51:00,Mumbai,1,70-80,90-100
1636,M7RKR0801JCA00197,2023-01-19 07:16:00,Mumbai,1,70-80,80-90
1637,M7RKR0801JCA00197,2023-01-19 11:22:00,Mumbai,1,50-60,90-100
1638,M7RKR0801JCA00198,2023-01-01 03:28:00,Thane,1,0-10,90-100
1639,M7RKR0801JCA00198,2023-01-04 13:03:00,Thane,1,60-70,90-100
1640,M7RKR0801JCA00198,2023-01-05 13:39:00,Thane,1,40-50,90-100
1641,M7RKR0801JCA00198,2023-01-08 18:07:00,Thane,1,20-30,90-100
1642,M7RKR0801JCA00198,2023-01-10 13:57:00,Thane,1,30-40,80-90
1643,M7RKR0801JCA00198,2023-01-13 07:37:00,Thane,1,20-30,90-100
1644,M7RKR0801JCA00198,2023-01-15 03:59:00,Thane,1,30-40,90-100
1645,M7RKR0801JCA00198,2023-01-17 07:33:00,Thane,1,20-30,80-90
1646,M7RKR0801JCA00198,2023-01-18 12:34:00,Thane,1,40-50,90-100
1647,M7RKR0801JCA00199,2023-01-01 17:41:00,Nashik,1,20-30,90-100
1648,M7RKR0801JCA00199,2023-01-03 13:46:00,Nashik,1,30-40,90-100
1649,M7RKR0801JCA00199,2023-01-04 16:07:00,Nashik,1,50-60,90-100
1650,M7RKR0801JCA00199,2023-01-05 20:12:00,Nashik,1,30-40,90-100
1651,M7RKR0801JCA00199,2023-01-07 02:27:00,Nashik,1,50-60,90-100
1652,M7RKR0801JCA00199,2023-01-07 12:56:00,Nashik,1,30-40,60-70
1653,M7RKR0801JCA00199,2023-01-08 20:12:00,Nashik,1,20-30,90-100
1654,M7RKR0801JCA00199,2023-01-11 16:57:00,Nashik,1,40-50,90-100
1655,M7RKR0801JCA00199,2023-01-12 18:27:00,Nashik,1,40-50,90-100
1656,M7RKR0801JCA00199,2023-01-15 16:44:00,Nashik,1,30-40,80-90
1657,M7RKR0801JCA00199,2023-01-16 19:56:00,Nashik,1,30-40,90-100
1658,M7RKR0801JCA00200,2023-01-03 08:04:00,,1,60-70,90-100
1659,M7RKR0801JCA00200,2023-01-05 05:48:00,,1,50-60,90-100
1660,M7RKR0801JCA00200,2023-01-06 08:24:00,,1,50-60,70-80
1661,M7RKR0801JCA00200,2023-01-07 03:20:00,,1,30-40,90-100
1662,M7RKR0801JCA00200,2023-01-08 07:09:00,,1,50-60,90-100
1663,M7RKR0801JCA00200,2023-01-09 10:03:00,,1,60-70,70-80
1664,M7RKR0801JCA00200,2023-01-09 11:02:00,,1,70-80,70-80
1665,M7RKR0801JCA00200,2023-01-09 15:28:00,,1,40-50,90-100
1666,M7RKR0801JCA00200,2023-01-10 15:16:00,,1,50-60,90-100
1667,M7RKR0801JCA00200,2023-01-11 15:08:00,,1,60-70,90-100
1668,M7RKR0801JCA00200,2023-01-12 12:34:00,,1,50-60,80-90
1669,M7RKR0801JCA00200,2023-01-12 16:47:00,,1,60-70,90-100
1670,M7RKR0801JCA00200,2023-01-13 12:27:00,,1,60-70,90-100
1671,M7RKR0801JCA00200,2023-01-13 15:18:00,,1,70-80,90-100
1672,M7RKR0801JCA00200,2023-01-15 13:12:00,,1,30-40,90-100
1673,M7RKR0801JCA00200,2023-01-16 07:46:00,,1,50-60,90-100
1674,M7RKR0801JCA00200,2023-01-16 11:27:00,,1,70-80,90-100
